#particle, x, y, area, density
2631, 907, 813, 4, 168.00
2632, 1296, 813, 56, 148.59
2633, 142, 814, 64, 148.58
2634, 341, 814, 20, 151.45
2635, 414, 814, 89, 142.22
2636, 930, 814, 17, 156.41
2637, 1312, 814, 15, 156.47
2638, 89, 815, 36, 123.86
2639, 282, 815, 15, 155.67
2640, 384, 815, 31, 141.42
2641, 593, 815, 94, 143.26
2642, 917, 816, 42, 156.33
2643, 347, 817, 26, 152.31
2644, 357, 817, 8, 154.75
2645, 858, 817, 36, 161.94
2646, 953, 817, 10, 155.30
2647, 1117, 817, 10, 159.30
2648, 1246, 817, 10, 161.30
2649, 377, 818, 23, 149.39
2650, 794, 818, 93, 146.10
2651, 989, 818, 4, 162.00
2652, 1033, 818, 4, 141.75
2653, 1305, 818, 15, 155.67
2654, 457, 819, 15, 173.07
2655, 554, 819, 22, 153.59
2656, 609, 819, 51, 153.75
2657, 13, 820, 66, 155.36
2658, 287, 820, 23, 156.00
2659, 296, 820, 20, 150.85
2660, 363, 820, 10, 152.00
2661, 176, 821, 4, 153.75
2662, 926, 821, 4, 151.25
2663, 1123, 821, 17, 160.94
2664, 333, 822, 10, 154.90
2665, 621, 822, 50, 155.16
2666, 636, 822, 4, 152.75
2667, 993, 822, 47, 156.06
2668, 27, 823, 46, 156.33
2669, 54, 823, 20, 161.45
2670, 808, 823, 4, 155.75
2671, 941, 823, 33, 147.00
2672, 1305, 824, 20, 155.15
2673, 546, 825, 22, 154.82
2674, 987, 825, 4, 154.75
2675, 159, 826, 39, 152.44
2676, 376, 826, 38, 124.32
2677, 1015, 826, 19, 148.21
2678, 480, 827, 17, 174.65
2679, 708, 827, 18, 146.33
2680, 122, 828, 23, 149.43
2681, 294, 828, 15, 161.33
2682, 299, 828, 4, 153.75
2683, 88, 829, 19, 150.58
2684, 561, 829, 15, 158.00
2685, 571, 829, 34, 155.56
2686, 776, 829, 4, 148.25
2687, 947, 829, 33, 148.30
2688, 1004, 829, 36, 147.31
2689, 15, 830, 12, 160.00
2690, 50, 830, 4, 155.75
2691, 323, 830, 69, 150.94
2692, 365, 830, 79, 148.25
2693, 657, 830, 21, 149.71
2694, 749, 830, 10, 148.10
2695, 60, 832, 29, 158.14
2696, 439, 832, 45, 171.27
2697, 937, 832, 20, 152.25
2698, 1065, 832, 30, 154.37
2699, 1081, 832, 17, 159.82
2700, 678, 833, 4, 140.50
2701, 813, 833, 23, 157.70
2702, 1022, 833, 17, 144.18
2703, 613, 834, 11, 157.73
2704, 822, 834, 18, 159.33
2705, 954, 834, 11, 155.27
2706, 426, 836, 39, 145.85
2707, 590, 836, 25, 150.92
2708, 48, 837, 46, 154.70
2709, 308, 837, 40, 159.15
2710, 1033, 837, 30, 136.27
2711, 121, 838, 4, 154.50
2712, 940, 838, 69, 154.84
2713, 994, 838, 57, 146.75
2714, 1017, 838, 15, 145.07
2715, 1044, 838, 17, 147.24
2716, 464, 839, 51, 167.78
2717, 828, 839, 18, 158.67
2718, 623, 840, 34, 159.00
2719, 1209, 840, 10, 166.50
2720, 169, 841, 28, 151.82
2721, 278, 841, 23, 156.43
2722, 535, 841, 16, 153.62
2723, 988, 841, 33, 146.03
2724, 1028, 841, 20, 142.80
2725, 1221, 841, 29, 165.41
2726, 1244, 841, 29, 164.00
2727, 454, 842, 31, 176.13
2728, 553, 842, 61, 138.25
2729, 612, 842, 30, 149.80
2730, 956, 842, 15, 151.60
2731, 193, 843, 46, 156.89
2732, 319, 843, 20, 154.95
2733, 1153, 843, 4, 163.00
2734, 179, 844, 10, 161.80
2735, 307, 844, 10, 158.80
2736, 331, 844, 4, 149.50
2737, 645, 844, 40, 151.07
2738, 770, 844, 28, 154.32
2739, 1013, 844, 69, 143.17
2740, 23, 845, 73, 157.86
2741, 1168, 846, 69, 162.04
2742, 570, 847, 15, 158.00
2743, 1031, 847, 24, 139.96
2744, 1042, 847, 97, 143.14
2745, 356, 848, 18, 151.33
2746, 941, 848, 12, 156.50
2747, 991, 848, 71, 143.80
2748, 563, 849, 10, 158.00
2749, 611, 849, 95, 146.67
2750, 637, 849, 4, 146.00
2751, 721, 849, 12, 149.00
2752, 1130, 849, 4, 170.00
2753, 1154, 849, 63, 164.22
2754, 1335, 849, 18, 159.06
2755, 184, 850, 86, 159.51
2756, 880, 850, 88, 158.65
2757, 30, 851, 15, 160.33
2758, 115, 851, 46, 157.15
2759, 559, 851, 34, 156.29
2760, 313, 852, 17, 157.47
2761, 547, 852, 36, 158.08
2762, 1003, 852, 11, 151.82
2763, 632, 853, 67, 145.91
2764, 297, 854, 58, 155.47
2765, 276, 855, 34, 154.62
2766, 202, 856, 4, 160.50
2767, 496, 856, 65, 151.55
2768, 563, 856, 17, 155.76
2769, 212, 857, 17, 158.24
2770, 1307, 857, 30, 149.00
2771, 44, 858, 26, 152.15
2772, 290, 859, 29, 155.72
2773, 351, 860, 4, 145.25
2774, 880, 860, 40, 163.80
2775, 941, 860, 15, 157.47
2776, 646, 861, 32, 143.97
2777, 1036, 861, 32, 146.06
2778, 1170, 861, 27, 162.30
2779, 333, 862, 25, 159.80
2780, 745, 862, 19, 166.05
2781, 766, 862, 8, 159.50
2782, 1340, 862, 42, 157.33
2783, 34, 863, 4, 154.75
2784, 12, 864, 18, 157.78
2785, 664, 864, 10, 148.00
2786, 723, 864, 57, 171.56
2787, 1025, 864, 4, 145.25
2788, 1216, 864, 11, 162.09
2789, 225, 865, 47, 157.87
2790, 352, 865, 18, 155.44
2791, 495, 865, 20, 157.20
2792, 736, 865, 35, 173.74
2793, 1159, 865, 4, 161.50
2794, 50, 866, 11, 154.64
2795, 161, 866, 94, 155.50
2796, 179, 866, 20, 157.95
2797, 342, 866, 68, 138.29
2798, 1249, 866, 23, 160.61
2799, 619, 867, 89, 141.83
2800, 759, 867, 15, 162.40
2801, 942, 867, 36, 149.14
2802, 1235, 867, 26, 163.27
2803, 135, 868, 41, 155.05
2804, 211, 868, 16, 156.81
2805, 509, 868, 72, 143.74
2806, 17, 869, 26, 158.85
2807, 1033, 869, 62, 148.77
2808, 374, 870, 25, 147.60
2809, 1263, 870, 14, 158.71
2810, 1306, 870, 48, 160.08
2811, 34, 871, 23, 153.70
2812, 599, 871, 16, 152.69
2813, 718, 871, 15, 180.60
2814, 1174, 871, 17, 163.65
2815, 767, 872, 13, 164.62
2816, 1300, 872, 8, 161.12
2817, 113, 873, 13, 158.62
2818, 122, 873, 20, 154.35
2819, 358, 873, 4, 149.75
2820, 722, 873, 4, 171.50
2821, 1228, 873, 31, 160.03
2822, 459, 875, 75, 155.47
2823, 896, 875, 15, 160.60
2824, 1241, 875, 8, 161.00
2825, 237, 876, 36, 156.64
2826, 577, 876, 12, 148.67
2827, 1169, 877, 54, 161.80
2828, 1181, 877, 31, 158.58
2829, 1317, 877, 42, 169.76
2830, 16, 878, 20, 160.35
2831, 300, 878, 54, 143.61
2832, 184, 879, 4, 160.75
2833, 449, 879, 19, 163.05
2834, 911, 880, 47, 151.60
2835, 1126, 880, 10, 168.00
2836, 1329, 880, 40, 150.00
2837, 736, 881, 12, 177.00
2838, 1061, 881, 93, 141.53
2839, 1264, 881, 13, 157.85
2840, 1290, 881, 36, 153.89
2841, 1302, 881, 25, 162.08
2842, 414, 882, 4, 165.00
2843, 631, 882, 41, 141.02
2844, 855, 882, 34, 146.44
2845, 1226, 882, 31, 158.16
2846, 162, 883, 48, 143.50
2847, 344, 883, 23, 159.04
2848, 748, 883, 28, 176.82
2849, 1211, 883, 41, 150.83
2850, 581, 884, 4, 151.00
2851, 982, 884, 21, 150.10
2852, 1162, 884, 40, 161.95
2853, 358, 885, 11, 155.73
2854, 1021, 885, 78, 144.92
2855, 1259, 885, 37, 150.70
2856, 202, 886, 40, 157.25
2857, 1012, 886, 17, 155.47
2858, 1314, 886, 29, 162.31
2859, 19, 887, 17, 159.71
2860, 235, 887, 17, 158.24
2861, 796, 887, 39, 157.64
2862, 453, 888, 17, 162.82
2863, 1234, 888, 20, 156.55
2864, 1284, 888, 27, 160.07
2865, 154, 889, 27, 158.74
2866, 1303, 889, 47, 158.53
2867, 459, 890, 4, 157.00
2868, 893, 890, 84, 148.93
2869, 180, 891, 38, 156.37
2870, 819, 891, 17, 151.35
2871, 905, 891, 38, 147.84
2872, 168, 892, 4, 155.75
2873, 306, 892, 18, 149.78
2874, 569, 892, 12, 155.75
2875, 935, 892, 31, 159.32
2876, 507, 893, 4, 152.00
2877, 16, 894, 43, 159.16
2878, 524, 894, 76, 146.72
2879, 1224, 894, 12, 153.58
2880, 1290, 894, 4, 154.75
2881, 23, 895, 18, 162.83
2882, 232, 895, 17, 158.53
2883, 1267, 895, 4, 157.50
2884, 590, 896, 46, 155.13
2885, 790, 896, 33, 171.24
2886, 853, 896, 36, 146.64
2887, 254, 897, 92, 153.14
2888, 301, 897, 45, 150.91
2889, 726, 897, 4, 177.50
2890, 1035, 897, 26, 152.08
2891, 1144, 897, 62, 157.47
2892, 947, 898, 28, 148.89
2893, 1285, 898, 96, 155.98
2894, 776, 899, 10, 174.50
2895, 1052, 899, 13, 154.92
2896, 1264, 899, 10, 159.80
2897, 1104, 900, 32, 153.66
2898, 376, 901, 61, 154.89
2899, 422, 901, 47, 165.47
2900, 27, 902, 68, 153.22
2901, 785, 902, 15, 169.60
2902, 801, 902, 88, 164.05
2903, 1136, 902, 10, 160.10
2904, 658, 903, 22, 161.95
2905, 907, 903, 76, 130.20
2906, 1007, 903, 9, 158.78
2907, 1047, 903, 36, 158.72
2908, 95, 904, 39, 154.21
2909, 285, 904, 92, 142.34
2910, 665, 904, 98, 151.01
2911, 841, 904, 64, 135.80
2912, 327, 905, 4, 150.75
2913, 446, 905, 22, 153.50
2914, 301, 906, 53, 151.72
2915, 618, 906, 34, 154.62
2916, 1238, 906, 26, 159.96
2917, 119, 907, 4, 150.00
2918, 262, 907, 10, 160.20
2919, 317, 907, 8, 159.50
2920, 61, 908, 15, 154.53
2921, 243, 908, 68, 154.63
2922, 519, 908, 45, 147.40
2923, 124, 909, 15, 154.93
2924, 257, 909, 4, 153.75
2925, 724, 909, 45, 174.89
2926, 1149, 909, 26, 165.35
2927, 511, 910, 20, 154.80
2928, 463, 911, 15, 153.87
2929, 855, 912, 12, 141.67
2930, 193, 913, 22, 160.32
2931, 250, 913, 21, 159.24
2932, 603, 913, 30, 151.07
2933, 1019, 913, 40, 162.35
2934, 1275, 913, 62, 151.85
2935, 1296, 913, 28, 157.11
2936, 507, 914, 15, 153.60
2937, 386, 915, 43, 166.33
2938, 144, 916, 38, 149.08
2939, 297, 916, 41, 146.59
2940, 408, 916, 48, 162.02
2941, 577, 916, 4, 157.50
2942, 1003, 916, 35, 162.80
2943, 124, 917, 26, 151.12
2944, 308, 917, 49, 152.78
2945, 522, 917, 4, 143.50
2946, 98, 918, 87, 152.38
2947, 839, 918, 4, 141.25
2948, 1049, 918, 20, 160.05
2949, 1080, 918, 91, 150.08
2950, 1290, 918, 12, 161.00
2951, 14, 919, 30, 160.67
2952, 347, 919, 4, 156.25
2953, 399, 919, 4, 163.00
2954, 25, 920, 26, 157.96
2955, 133, 920, 24, 149.38
2956, 503, 920, 21, 151.76
2957, 847, 920, 4, 143.25
2958, 1125, 920, 45, 156.02
2959, 627, 921, 4, 155.00
2960, 1096, 921, 36, 152.89
2961, 231, 922, 28, 159.21
2962, 357, 922, 24, 164.50
2963, 424, 922, 17, 165.00
2964, 852, 922, 17, 148.35
2965, 861, 922, 28, 144.00
2966, 991, 922, 20, 162.45
2967, 74, 923, 27, 156.00
2968, 85, 923, 43, 153.88
2969, 908, 923, 41, 151.46
2970, 923, 923, 4, 150.75
2971, 1296, 923, 40, 155.18
2972, 883, 924, 4, 154.25
2973, 1214, 925, 30, 154.37
2974, 377, 926, 4, 157.75
2975, 420, 926, 69, 156.06
2976, 1283, 926, 70, 146.87
2977, 188, 927, 87, 150.24
2978, 510, 927, 19, 154.89
2979, 717, 927, 10, 163.30
2980, 819, 927, 4, 159.50
2981, 195, 928, 22, 159.09
2982, 328, 928, 13, 158.62
2983, 405, 928, 20, 155.20
2984, 706, 928, 4, 159.25
2985, 43, 929, 39, 154.82
2986, 809, 929, 82, 154.84
2987, 1191, 929, 85, 146.35
2988, 21, 930, 37, 149.84
2989, 30, 930, 15, 157.20
2990, 356, 930, 28, 162.11
2991, 471, 930, 10, 153.10
2992, 134, 931, 4, 145.25
2993, 206, 931, 50, 160.70
2994, 233, 931, 42, 163.45
2995, 725, 931, 10, 166.00
2996, 93, 932, 4, 152.75
2997, 760, 932, 50, 158.62
2998, 521, 933, 4, 155.00
2999, 529, 933, 41, 154.85
3000, 997, 933, 50, 158.50
3001, 259, 934, 15, 158.80
3002, 116, 935, 54, 145.83
3003, 1330, 935, 32, 150.50
3004, 94, 937, 27, 151.81
3005, 1037, 937, 17, 160.53
3006, 245, 938, 42, 161.14
3007, 271, 938, 40, 151.55
3008, 956, 938, 49, 150.18
3009, 1215, 938, 21, 152.43
3010, 1296, 939, 27, 158.30
3011, 28, 940, 15, 159.73
3012, 460, 940, 10, 164.30
3013, 498, 940, 36, 155.36
3014, 947, 941, 55, 141.56
3015, 36, 942, 42, 135.50
3016, 211, 942, 4, 161.50
3017, 260, 942, 85, 151.95
3018, 482, 942, 77, 149.70
3019, 514, 942, 78, 143.35
3020, 1179, 942, 15, 160.53
3021, 223, 943, 9, 163.67
3022, 426, 944, 18, 154.39
3023, 53, 945, 23, 149.13
3024, 322, 945, 17, 153.12
3025, 954, 945, 26, 154.69
3026, 1057, 945, 8, 156.12
3027, 1153, 945, 12, 165.50
3028, 157, 946, 4, 138.50
3029, 291, 946, 21, 151.24
3030, 901, 947, 27, 156.78
3031, 1133, 947, 24, 158.46
3032, 1170, 947, 22, 159.09
3033, 580, 948, 10, 161.30
3034, 650, 948, 4, 157.75
3035, 1111, 948, 51, 154.63
3036, 1160, 948, 16, 161.44
3037, 236, 949, 21, 161.86
3038, 243, 949, 19, 158.74
3039, 442, 949, 26, 151.65
3040, 848, 949, 33, 148.45
3041, 967, 949, 53, 149.60
3042, 47, 950, 4, 147.50
3043, 1143, 950, 12, 161.42
3044, 59, 951, 48, 144.06
3045, 202, 951, 29, 157.69
3046, 395, 951, 98, 149.22
3047, 1007, 951, 59, 167.41
3048, 1099, 951, 95, 151.55
3049, 1175, 951, 40, 157.88
3050, 1331, 952, 33, 147.97
3051, 22, 953, 47, 148.26
3052, 298, 953, 22, 151.18
3053, 875, 953, 27, 155.15
3054, 1126, 953, 12, 157.25
3055, 324, 954, 19, 152.16
3056, 491, 954, 73, 154.67
3057, 642, 954, 13, 150.69
3058, 1117, 954, 20, 157.55
3059, 954, 955, 10, 153.20
3060, 1152, 955, 20, 159.00
3061, 1263, 955, 39, 142.46
3062, 656, 956, 53, 156.79
3063, 1145, 956, 10, 162.80
3064, 1132, 957, 4, 155.25
3065, 477, 958, 4, 152.00
3066, 699, 958, 25, 160.84
3067, 973, 958, 93, 150.94
3068, 234, 960, 8, 162.50
3069, 961, 960, 4, 150.75
3070, 47, 961, 56, 148.45
3071, 421, 961, 22, 152.23
3072, 823, 961, 13, 159.31
3073, 1156, 961, 12, 160.08
3074, 143, 962, 10, 153.90
3075, 212, 962, 89, 154.56
3076, 259, 962, 15, 163.40
3077, 640, 962, 45, 146.40
3078, 1036, 962, 26, 158.23
3079, 1124, 962, 19, 151.32
3080, 320, 963, 4, 148.00
3081, 389, 963, 19, 158.68
3082, 451, 963, 4, 156.25
3083, 729, 963, 75, 144.19
3084, 800, 963, 79, 155.16
3085, 628, 964, 4, 137.00
3086, 1107, 964, 82, 154.61
3087, 23, 965, 12, 154.08
3088, 308, 965, 27, 150.67
3089, 373, 965, 4, 157.00
3090, 885, 965, 31, 148.48
3091, 908, 965, 14, 159.14
3092, 965, 965, 83, 139.45
3093, 1147, 965, 52, 160.77
3094, 461, 966, 13, 158.54
3095, 1045, 966, 29, 151.55
3096, 171, 967, 13, 148.62
3097, 361, 967, 4, 153.75
3098, 926, 968, 12, 160.00
3099, 1311, 968, 28, 165.14
3100, 201, 969, 15, 155.27
3101, 224, 969, 4, 156.50
3102, 397, 969, 17, 156.59
3103, 470, 969, 4, 154.75
3104, 1173, 969, 4, 155.25
3105, 1300, 969, 18, 165.22
3106, 504, 970, 17, 157.00
3107, 595, 970, 30, 144.03
3108, 913, 970, 4, 154.25
3109, 232, 971, 19, 159.68
3110, 376, 971, 73, 158.48
3111, 637, 971, 20, 158.75
3112, 717, 971, 12, 148.83
3113, 264, 972, 4, 162.00
3114, 364, 972, 84, 154.89
3115, 526, 972, 19, 156.68
3116, 1008, 972, 15, 166.80
3117, 16, 973, 17, 153.29
3118, 160, 973, 4, 143.50
3119, 273, 973, 45, 163.58
3120, 481, 973, 39, 150.95
3121, 492, 973, 28, 146.89
3122, 705, 973, 18, 158.28
3123, 90, 974, 47, 148.89
3124, 186, 974, 23, 151.57
3125, 739, 974, 4, 149.75
3126, 747, 974, 4, 151.25
3127, 858, 974, 8, 157.88
3128, 1226, 974, 19, 153.32
3129, 35, 975, 61, 143.84
3130, 180, 975, 50, 146.48
3131, 576, 975, 27, 152.52
3132, 795, 975, 24, 156.46
3133, 103, 976, 10, 157.40
3134, 207, 976, 17, 158.53
3135, 192, 977, 32, 154.72
3136, 280, 977, 13, 166.08
3137, 447, 977, 49, 157.16
3138, 459, 977, 20, 154.95
3139, 560, 977, 42, 151.98
3140, 1081, 977, 11, 157.55
3141, 13, 978, 10, 155.10
3142, 124, 978, 47, 146.53
3143, 437, 978, 14, 159.57
3144, 756, 978, 29, 153.59
3145, 22, 979, 96, 146.72
3146, 73, 979, 22, 151.27
3147, 159, 979, 32, 146.16
3148, 399, 979, 13, 161.46
3149, 972, 979, 4, 147.00
3150, 47, 980, 8, 153.00
3151, 238, 980, 4, 157.00
3152, 548, 980, 42, 147.93
3153, 570, 980, 10, 155.40
3154, 925, 980, 24, 157.79
3155, 1072, 980, 88, 149.92
3156, 1303, 980, 47, 167.55
3157, 1231, 981, 8, 153.50
3158, 522, 982, 13, 158.00
3159, 1183, 982, 41, 151.54
3160, 314, 983, 10, 154.80
3161, 622, 983, 47, 142.51
3162, 701, 983, 40, 152.90
3163, 49, 984, 30, 151.07
3164, 222, 984, 28, 158.07
3165, 246, 984, 26, 162.88
3166, 335, 984, 37, 149.65
3167, 237, 985, 66, 151.21
3168, 347, 985, 20, 152.85
3169, 455, 985, 31, 156.90
3170, 1175, 985, 16, 161.19
3171, 153, 986, 38, 136.24
3172, 272, 986, 22, 165.05
3173, 93, 987, 4, 148.50
3174, 130, 987, 51, 144.51
3175, 574, 987, 4, 152.25
3176, 83, 988, 50, 140.52
3177, 1005, 988, 61, 154.57
3178, 143, 989, 8, 151.88
3179, 196, 989, 4, 150.75
3180, 364, 989, 20, 155.05
3181, 523, 989, 16, 154.06
3182, 256, 990, 4, 160.25
3183, 555, 990, 63, 141.67
3184, 166, 991, 59, 148.54
3185, 407, 991, 30, 156.70
3186, 697, 991, 90, 141.23
3187, 426, 992, 22, 158.23
3188, 465, 992, 4, 155.00
3189, 1175, 993, 43, 156.77
3190, 97, 994, 41, 150.61
3191, 744, 994, 17, 157.18
3192, 571, 995, 71, 145.90
3193, 661, 995, 73, 163.12
3194, 837, 995, 18, 155.89
3195, 904, 995, 4, 157.50
3196, 550, 996, 10, 153.50
3197, 1319, 996, 15, 165.67
3198, 145, 997, 66, 140.95
3199, 542, 997, 26, 153.00
3200, 371, 998, 8, 152.12
3201, 470, 998, 9, 159.67
3202, 849, 998, 10, 157.40
3203, 52, 999, 13, 154.00
3204, 220, 999, 41, 155.88
3205, 246, 999, 65, 155.49
3206, 429, 1000, 53, 151.09
3207, 1168, 1000, 29, 160.62
3208, 1192, 1000, 15, 160.93
3209, 32, 1001, 32, 153.94
3210, 565, 1001, 68, 146.13
3211, 910, 1001, 4, 157.50
3212, 918, 1001, 4, 160.00
3213, 587, 1002, 37, 157.86
3214, 409, 1003, 25, 153.60
3215, 448, 1003, 4, 156.75
3216, 644, 1003, 33, 167.82
3217, 788, 1003, 21, 156.81
3218, 1224, 1003, 76, 149.07
3219, 1250, 1003, 4, 149.25
3220, 837, 1004, 4, 154.50
3221, 268, 1005, 23, 162.35
3222, 484, 1005, 23, 160.13
3223, 632, 1005, 29, 157.76
3224, 1152, 1005, 30, 161.60
3225, 698, 1006, 13, 157.54
3226, 1004, 1006, 23, 160.00
3227, 99, 1007, 4, 156.75
3228, 216, 1007, 4, 153.50
3229, 280, 1007, 10, 154.60
3230, 382, 1007, 4, 147.50
3231, 537, 1007, 23, 149.78
3232, 1187, 1007, 8, 160.88
3233, 454, 1008, 32, 156.72
3234, 939, 1008, 15, 156.60
3235, 995, 1008, 10, 160.90
3236, 53, 1009, 46, 153.39
3237, 236, 1009, 8, 160.50
3238, 1212, 1009, 13, 155.85
3239, 71, 1010, 12, 154.00
3240, 821, 1010, 4, 158.00
3241, 96, 1011, 17, 158.06
3242, 335, 1011, 41, 152.12
3243, 446, 1011, 13, 154.46
3244, 681, 1011, 50, 155.58
3245, 748, 1011, 4, 154.75
3246, 904, 1011, 10, 161.60
3247, 282, 1012, 24, 153.92
3248, 437, 1012, 41, 155.24
3249, 540, 1012, 67, 145.55
3250, 594, 1012, 4, 156.00
3251, 610, 1012, 10, 156.30
3252, 648, 1012, 48, 163.31
3253, 811, 1012, 55, 161.22
3254, 1158, 1012, 19, 161.37
3255, 135, 1013, 10, 146.20
3256, 263, 1013, 52, 160.48
3257, 1002, 1013, 19, 160.47
3258, 1255, 1013, 33, 149.03
3259, 792, 1014, 20, 159.60
3260, 1175, 1015, 14, 160.29
3261, 1033, 1016, 17, 159.41
3262, 1278, 1016, 10, 158.90
3263, 117, 1017, 20, 151.60
3264, 568, 1017, 41, 156.20
3265, 15, 1018, 30, 160.03
3266, 403, 1018, 26, 158.08
3267, 495, 1018, 20, 158.55
3268, 801, 1018, 16, 160.94
3269, 829, 1018, 26, 153.46
3270, 1267, 1018, 15, 153.67
3271, 593, 1019, 10, 156.10
#generated on Tue Jun 11 17:12:29 PDT 2013
